Iceberg,Length_(NM),Width_(NM),Latitude,Longitude,Remarks,Last_Update,Source_File,wind_u,wind_v,temperature,pressure,humidity
A68J,20.0,3.0,-56.16,-35.55,belle,2021-02-19,AntarcticIcebergs_20210219.csv,1.8805348873138428,-2.772132635116577,276.9047546386719,101398.6796875,0.004828818142414093
C33,8.0,4.0,-65.44,126.65,wilke,2021-03-19,AntarcticIcebergs_20210319.csv,-7.119111061096191,3.840806007385254,271.8542785644531,97850.0703125,0.003230920061469078
B39,8.0,4.0,-71.1,-13.61,weddw,2021-09-10,AntarcticIcebergs_20210910.csv,1.49351167678833,2.8098363876342773,251.5538330078125,98759.3671875,0.000561861670576036
B09I,12.0,6.0,-66.1,-45.19,belle,2021-06-11,AntarcticIcebergs_20210611.csv,-1.6730618476867676,-0.5085451602935791,270.3774719238281,97553.1953125,0.0030696531757712364
A63,11.0,3.0,-66.56,-56.8,belle,2021-06-18,AntarcticIcebergs_20210618.csv,1.6708815097808838,6.141000747680664,249.45956420898438,99625.703125,0.00041366307414136827
D20A,14.0,5.0,-70.52,-9.26,weddw,2022-06-03,AntarcticIcebergs_20220603.csv,2.5886948108673096,3.366365909576416,250.74517822265625,99324.734375,0.0005542000290006399
A76B,20.0,7.0,-70.35,-59.83,belle,2022-05-13,AntarcticIcebergs_20220513.csv,-0.8847606182098389,-6.000603675842285,254.532958984375,100320.25,0.0007435540901497006
B37,8.0,3.0,-72.67,-111.57,amune,2020-12-31,AntarcticIcebergs_20210101.csv,4.662762641906738,-0.47338318824768066,270.8382568359375,97207.953125,0.002734755165874958
B45,7.0,6.0,-74.44,-109.73,amune,2022-07-08,AntarcticIcebergs_20220708.csv,0.5021917819976807,6.307926177978516,241.58367919921875,99221.390625,0.0002328236005268991
B39,8.0,4.0,-77.12,-34.46,belle,2022-05-13,AntarcticIcebergs_20220513.csv,0.22607922554016113,1.6610172986984253,257.927001953125,99600.25,0.0010182122932747006
B29,11.0,5.0,-74.2,-109.56,amune,2022-04-08,AntarcticIcebergs_20220408.csv,-10.536579132080078,1.5675126314163208,266.2393493652344,97623.6875,0.0021340218372642994
B09B,24.0,8.0,-66.23,143.49,wilke,2022-03-25,AntarcticIcebergs_20220325.csv,-10.222220420837402,7.313953876495361,271.2958984375,96636.3046875,0.0031822265591472387
A74,30.0,18.0,-76.52,-32.26,belle,2021-10-01,AntarcticIcebergs_20211001.csv,-10.81657600402832,-4.305138111114502,259.10968017578125,97889.140625,0.0009899173164740205
A69C,10.0,3.0,-66.76,-59.73,belle,2021-10-29,AntarcticIcebergs_20211029.csv,1.9566619396209717,-4.911716461181641,270.707763671875,97327.5,0.0029695581179112196
D20A,14.0,5.0,-74.29,-26.66,weddw,2022-07-29,AntarcticIcebergs_20220729.csv,-12.857941627502441,-2.0222055912017822,260.79644775390625,98250.6875,0.0012328103184700012
A78,18.0,4.0,-70.92,-11.84,weddw,2022-01-14,AntarcticIcebergs_20220114.csv,1.4088236093521118,1.8955402374267578,269.36785888671875,98818.546875,0.0026346654631197453
A72,11.0,4.0,-69.52,-60.79,belle,2021-02-05,AntarcticIcebergs_20210205.csv,-0.3448086977005005,-2.2769510746002197,269.087646484375,98701.1640625,0.002560757100582123
A69A,10.0,9.0,-66.96,-59.0,belle,2022-01-28,AntarcticIcebergs_20220128.csv,1.5943650007247925,5.473824501037598,272.3474426269531,99624.765625,0.0033831773325800896
B09G,11.0,7.0,-68.19,41.82,amerw,2021-09-17,AntarcticIcebergs_20210917.csv,-8.186004638671875,0.6799252033233643,257.38421630859375,98947.5234375,0.0006789033068343997
D28,29.0,19.0,-73.1,-43.48,belle,2022-08-05,AntarcticIcebergs_20220805.csv,4.612691879272461,-4.689970016479492,251.44277954101562,100701.6484375,0.0005479590035974979
B42,12.0,4.0,-73.48,-128.44,amunw,2021-03-19,AntarcticIcebergs_20210319.csv,-2.3837592601776123,-0.6582173705101013,261.5515441894531,97570.0703125,0.0011228231014683843
A74,30.0,18.0,-77.61,-37.5,belle,2022-01-14,AntarcticIcebergs_20220114.csv,0.8048197031021118,9.506868362426758,266.88128662109375,99250.546875,0.001936099142767489
A70,8.0,5.0,-70.23,-60.09,belle,2021-04-09,AntarcticIcebergs_20210409.csv,-2.616126537322998,-1.0748296976089478,249.01251220703125,98895.7265625,0.0004173056222498417
D29B,13.0,7.0,-71.16,-12.39,weddw,2021-12-31,AntarcticIcebergs_20211231.csv,-0.33048251271247864,1.7139371633529663,271.00213623046875,98659.96875,0.0027921816799789667
C39,15.0,8.0,-65.68,99.54,wilkw,2022-07-08,AntarcticIcebergs_20220708.csv,-16.5241756439209,0.2236977219581604,262.70281982421875,98229.390625,0.0013182838447391987
B37,8.0,3.0,-72.57,-111.96,amune,2021-03-19,AntarcticIcebergs_20210319.csv,3.0381157398223877,5.809556007385254,260.5232238769531,97130.0703125,0.001182904583401978
D28,29.0,19.0,-69.52,8.37,wedde,2021-07-30,AntarcticIcebergs_20210730.csv,-13.07992172241211,5.638512134552002,261.4902648925781,98397.8671875,0.001172709628008306
C29,5.0,5.0,-66.08,142.83,wilke,2021-12-03,AntarcticIcebergs_20211203.csv,-9.935996055603027,6.204192161560059,270.4869079589844,98236.40625,0.0028809255454689264
B37,8.0,3.0,-72.77,-110.64,amune,2019-12-13,AntarcticIcebergs_20191213.csv,-3.649308681488037,1.0716897249221802,272.58306884765625,100120.2890625,0.002997406292706728
A68M,13.0,3.0,-56.97,-35.31,belle,2021-03-05,AntarcticIcebergs_20210305.csv,9.529810905456543,-1.5355031490325928,275.71893310546875,100808.2109375,0.0037934845313429832
C29,5.0,5.0,-66.08,142.84,wilke,2021-05-14,AntarcticIcebergs_20210514.csv,-10.98907470703125,3.4946744441986084,243.06329345703125,99440.609375,0.00029454182367771864
A69B,10.0,5.0,-62.95,-54.52,belle,2022-06-24,AntarcticIcebergs_20220624.csv,1.5903704166412354,4.121870994567871,257.71923828125,100206.2265625,0.0009473561076447368
D27,8.0,5.0,-67.7,78.32,amere,2021-01-29,AntarcticIcebergs_20210129.csv,-1.1561753749847412,-3.636341094970703,272.07794189453125,98388.8046875,0.0024179937317967415
C35,7.0,5.0,-67.31,147.79,wilke,2022-07-01,AntarcticIcebergs_20220701.csv,0.9469197392463684,4.167473793029785,238.59490966796875,98751.359375,0.00018934326362796128
B37,8.0,3.0,-72.23,-113.6,amune,2021-07-23,AntarcticIcebergs_20210723.csv,-12.09874153137207,0.9037628769874573,268.5100402832031,97349.8515625,0.0026312442496418953
A69B,10.0,7.0,-67.78,-61.24,belle,2020-12-25,AntarcticIcebergs_20201225.csv,-8.273775100708008,7.899346351623535,272.0245361328125,97146.7734375,0.003384089795872569
D29C,13.0,6.0,-73.57,-25.02,weddw,2022-01-14,AntarcticIcebergs_20220114.csv,2.9762063026428223,1.2593097686767578,269.86114501953125,99218.546875,0.002614638302475214
C15,12.0,8.0,-65.97,143.27,wilke,2021-05-28,AntarcticIcebergs_20210528.csv,-2.234811305999756,3.6042304039001465,246.9249267578125,101108.21875,0.0003702323301695287
B09G,11.0,7.0,-68.19,41.82,amerw,2021-10-22,AntarcticIcebergs_20211022.csv,1.1953516006469727,1.048539161682129,258.595458984375,97689.3359375,0.0009181108325719833
C29,5.0,5.0,-66.08,142.83,wilke,2021-12-10,AntarcticIcebergs_20211210.csv,0.17303872108459473,5.162391185760498,268.7278137207031,97604.953125,0.0017957024974748492
A68D,11.0,5.0,-55.51,-35.96,belle,2021-01-22,AntarcticIcebergs_20210122.csv,5.056034088134766,-7.056632995605469,277.18902587890625,99783.5859375,0.004981804173439741
C29,5.0,5.0,-66.08,142.83,wilke,2021-09-24,AntarcticIcebergs_20210924.csv,-2.0212900638580322,3.912639617919922,260.30712890625,97234.1171875,0.0008803457603789866
B39,8.0,4.0,-75.43,-28.31,weddw,2021-12-24,AntarcticIcebergs_20211224.csv,-0.21812845766544342,-4.353374481201172,270.56793212890625,98144.28125,0.002665522275492549
D27,8.0,5.0,-68.35,75.51,amere,2021-03-12,AntarcticIcebergs_20210312.csv,-5.071177959442139,-2.051269292831421,264.14508056640625,98330.890625,0.001428274787031114
C38B,5.0,7.0,-64.94,101.83,wilkw,2022-07-15,AntarcticIcebergs_20220715.csv,-0.7045743465423584,3.4134786128997803,253.73822021484375,99566.1328125,0.0005303403013385832
B45,7.0,6.0,-74.52,-109.54,amune,2022-03-11,AntarcticIcebergs_20220311.csv,-9.695714950561523,6.8368048667907715,263.86175537109375,96922.9765625,0.0016279342817142606
A69B,10.0,7.0,-67.15,-60.44,belle,2021-06-25,AntarcticIcebergs_20210625.csv,0.11108064651489258,-5.913496971130371,262.6190185546875,99422.15625,0.0016073725419119
C36,22.0,15.0,-67.92,147.54,wilke,2021-01-29,AntarcticIcebergs_20210129.csv,-0.4266831874847412,6.787487030029297,264.85723876953125,97828.8046875,0.0015134336426854134
B50,15.0,6.0,-73.8,-145.45,amunw,2021-04-16,AntarcticIcebergs_20210416.csv,6.616975784301758,5.915251731872559,248.59970092773438,100095.3203125,0.000438205519458279
B09G,11.0,7.0,-68.19,41.8,amerw,2022-04-01,AntarcticIcebergs_20220401.csv,-17.176252365112305,-3.22678804397583,269.6666259765625,98492.9375,0.002082744613289833
A77,27.0,4.0,-73.34,-24.64,weddw,2021-10-08,AntarcticIcebergs_20211008.csv,2.5123696327209473,2.142106771469116,260.3209228515625,99758.59375,0.0011685267090797424
D20A,14.0,5.0,-72.38,-17.35,weddw,2022-07-01,AntarcticIcebergs_20220701.csv,-0.8212077021598816,1.8705986738204956,243.15350341796875,100007.359375,0.00023190097999759018
C33,8.0,4.0,-66.38,144.37,wilke,2019-09-06,AntarcticIcebergs_20190906.csv,1.4439736604690552,5.047091484069824,251.58642578125,96556.3828125,0.0005412278696894646
B15AB,11.0,4.0,-66.08,50.59,amerw,2021-12-03,AntarcticIcebergs_20211203.csv,-5.121542930603027,-3.2762768268585205,268.1578063964844,97788.40625,0.0019267743919044733
B42,12.0,4.0,-72.68,-127.21,amunw,2021-03-12,AntarcticIcebergs_20210312.csv,1.6580703258514404,1.291748285293579,261.76397705078125,97954.890625,0.0011893793707713485
B09B,24.0,8.0,-66.27,143.29,wilke,2020-12-31,AntarcticIcebergs_20210101.csv,2.9440126419067383,2.0217339992523193,271.2269287109375,97543.953125,0.0022827135398983955
B50,15.0,6.0,-75.25,-149.39,amunw,2021-06-04,AntarcticIcebergs_20210604.csv,-9.653392791748047,-14.185514450073242,261.3391418457031,99128.40625,0.0013558280188590288
C29,5.0,5.0,-66.06,142.8,wilke,2022-02-11,AntarcticIcebergs_20220211.csv,4.118383407592773,1.6821515560150146,273.40399169921875,100093.828125,0.0034558242186903954
A69B,10.0,7.0,-67.54,-61.16,belle,2021-01-15,AntarcticIcebergs_20210115.csv,-0.4149045944213867,2.5341382026672363,269.3355712890625,99462.390625,0.002601887099444866
B42,12.0,4.0,-73.33,-129.15,amunw,2021-03-26,AntarcticIcebergs_20210326.csv,-12.404840469360352,2.820594072341919,269.85858154296875,96183.6484375,0.0027899842243641615
B50,14.0,5.0,-63.68,-165.13,rosse,2022-06-24,AntarcticIcebergs_20220624.csv,2.5625383853912354,2.398237943649292,257.074462890625,100006.2265625,0.0009096859721466899
B50,15.0,6.0,-72.19,-165.76,rosse,2021-10-01,AntarcticIcebergs_20211001.csv,0.3664078116416931,5.452674388885498,252.00286865234375,97105.140625,0.0004813705163542181
A68A,36.0,10.0,-57.27,-34.47,belle,2021-02-05,AntarcticIcebergs_20210205.csv,10.257730484008789,6.574611186981201,274.465576171875,98197.1640625,0.0036012157797813416
D27,8.0,5.0,-67.95,73.34,amere,2021-04-09,AntarcticIcebergs_20210409.csv,2.423912525177002,5.129760265350342,250.26055908203125,98407.7265625,0.0005247131921350956
D20A,19.0,9.0,-68.39,36.21,amerw,2021-07-16,AntarcticIcebergs_20210716.csv,-15.870426177978516,-4.868023872375488,264.9976806640625,97575.640625,0.0016795395640656352
B46,10.0,4.0,-72.63,-132.72,amune,2021-10-29,AntarcticIcebergs_20211029.csv,-6.103885173797607,6.129299163818359,261.781982421875,96975.5,0.0011957238893955946
A64,11.0,8.0,-67.16,-60.17,belle,2021-12-03,AntarcticIcebergs_20211203.csv,10.259316444396973,-3.0868237018585205,273.2857360839844,96276.40625,0.00326907099224627
D30A,37.0,11.0,-72.76,-20.62,weddw,2021-10-15,AntarcticIcebergs_20211015.csv,1.9680466651916504,-0.44446250796318054,262.2544860839844,98577.5,0.0014052296755835414
B47,19.0,5.0,-74.18,-130.03,amunw,2019-10-10,AntarcticIcebergs_20191010.csv,-5.171085357666016,0.7942988872528076,256.8874816894531,98443.3125,0.0007882267236709595
A70,8.0,5.0,-65.77,-61.24,belle,2022-05-20,AntarcticIcebergs_20220520.csv,-6.1443986892700195,-6.138811111450195,267.6287536621094,99686.5390625,0.0023443372920155525
C37,8.0,3.0,-65.28,100.85,wilkw,2022-07-01,AntarcticIcebergs_20220701.csv,-17.23374366760254,0.9891289472579956,249.62030029296875,97471.359375,0.0004168541927356273
D29C,13.0,6.0,-71.48,-42.1,belle,2022-07-08,AntarcticIcebergs_20220708.csv,-0.9210259914398193,-5.510433197021484,248.85711669921875,98933.390625,0.00041253160452470183
C37,8.0,3.0,-65.22,101.1,wilkw,2022-04-29,AntarcticIcebergs_20220429.csv,-6.6728315353393555,3.3938889503479004,260.58746337890625,97909.0078125,0.0012677315389737487
B42,12.0,4.0,-70.15,-151.36,rosse,2022-03-25,AntarcticIcebergs_20220325.csv,-7.460501670837402,-6.041514873504639,270.5576171875,97524.3046875,0.0029752792324870825
B09B,24.0,8.0,-66.27,143.45,wilke,2021-02-05,AntarcticIcebergs_20210205.csv,-1.1553555727005005,3.0052754878997803,268.477783203125,98325.1640625,0.0019146428676322103
B46,10.0,4.0,-74.45,-105.59,amune,2019-12-13,AntarcticIcebergs_20191213.csv,-0.4627852439880371,-0.18661105632781982,271.99517822265625,100200.2890625,0.002501495648175478
B46,10.0,4.0,-72.52,-112.25,amune,2021-03-12,AntarcticIcebergs_20210312.csv,1.0322158336639404,8.90283203125,261.1415100097656,97250.890625,0.001264242804609239
A76B,20.0,7.0,-73.96,-60.15,belle,2021-09-10,AntarcticIcebergs_20210910.csv,-2.02357816696167,2.6931371688842773,251.4835205078125,98031.3671875,0.0005880877142772079
C36,22.0,15.0,-67.93,147.48,wilke,2021-02-19,AntarcticIcebergs_20210219.csv,1.6368825435638428,9.753257751464844,257.7328796386719,97790.6796875,0.0007745102047920227
A69B,10.0,7.0,-67.36,-60.97,belle,2021-04-09,AntarcticIcebergs_20210409.csv,-2.812415599822998,-0.8829351663589478,256.74200439453125,98951.7265625,0.0009145275689661503
B45,7.0,6.0,-74.42,-109.74,amune,2022-07-22,AntarcticIcebergs_20220722.csv,-1.4423407316207886,-2.824751377105713,261.07049560546875,97009.984375,0.0013905783416703343
B09B,24.0,8.0,-66.21,143.44,wilke,2022-02-18,AntarcticIcebergs_20220218.csv,-3.85718035697937,9.765374183654785,271.3189392089844,97054.21875,0.0027337046340107918
A64,11.0,8.0,-67.47,-61.02,belle,2021-08-13,AntarcticIcebergs_20210813.csv,-2.9879441261291504,8.243972778320312,254.96786499023438,97635.578125,0.0007204326102510095
C29,5.0,5.0,-66.06,142.78,wilke,2022-04-22,AntarcticIcebergs_20220422.csv,-4.179375171661377,1.8347747325897217,262.51739501953125,96775.8203125,0.0013793152756989002
A69A,10.0,9.0,-67.83,-60.96,belle,2021-02-12,AntarcticIcebergs_20210212.csv,6.9192423820495605,-2.247931480407715,274.287109375,97239.3828125,0.0037519452162086964
C38A,10.0,8.0,-65.22,101.43,wilkw,2022-06-10,AntarcticIcebergs_20220610.csv,-16.045040130615234,0.2098892629146576,260.7154846191406,100686.5625,0.0010017522145062685
D29B,13.0,7.0,-70.66,-10.01,weddw,2021-12-10,AntarcticIcebergs_20211210.csv,-0.15557456016540527,0.41861671209335327,268.3381652832031,97668.953125,0.0024732882156968117
D21B,10.0,4.0,-60.63,-31.05,belle,2021-02-19,AntarcticIcebergs_20210219.csv,6.598796844482422,-1.9591443538665771,273.8070983886719,100982.6796875,0.0038474872708320618
A69A,10.0,9.0,-65.32,-58.78,belle,2022-06-03,AntarcticIcebergs_20220603.csv,-1.1251723766326904,-10.518399238586426,270.01470947265625,97412.734375,0.0024210175033658743
D22,11.0,2.0,-66.68,71.93,amere,2019-11-15,AntarcticIcebergs_20191115.csv,-4.212563991546631,3.4698774814605713,268.3598327636719,98524.203125,0.002587156370282173
B39,8.0,4.0,-75.47,-28.31,weddw,2022-03-04,AntarcticIcebergs_20220304.csv,7.656495094299316,5.406924724578857,261.209716796875,99268.421875,0.001199218793772161
A76A,73.0,14.0,-70.46,-56.22,belle,2022-02-25,AntarcticIcebergs_20220225.csv,-3.3103229999542236,1.7621066570281982,265.2650451660156,98810.7578125,0.0018531120149418712
A76A,73.0,14.0,-73.25,-59.42,belle,2021-10-01,AntarcticIcebergs_20211001.csv,2.334791660308838,6.646033763885498,259.73077392578125,97817.140625,0.0011544261360540986
D28,29.0,19.0,-66.57,46.54,amerw,2021-03-12,AntarcticIcebergs_20210312.csv,-2.9705917835235596,-1.012206792831421,267.46832275390625,98162.890625,0.0022017047740519047
A74A,30.0,18.0,-76.87,-45.69,belle,2022-07-15,AntarcticIcebergs_20220715.csv,6.8208160400390625,6.468166351318359,238.38568115234375,98806.1328125,0.00022999248176347464
C15,12.0,8.0,-65.97,143.27,wilke,2021-07-02,AntarcticIcebergs_20210702.csv,-3.1263489723205566,4.903838634490967,250.717041015625,98761.0625,0.0004702357400674373
D29A,15.0,9.0,-70.63,-41.73,belle,2022-07-08,AntarcticIcebergs_20220708.csv,-3.5358941555023193,-4.227230072021484,250.61297607421875,98925.390625,0.0004907328984700143
A63,7.0,3.0,-64.2,-54.45,belle,2021-09-24,AntarcticIcebergs_20210924.csv,7.626170635223389,-5.708454132080078,271.01025390625,98010.1171875,0.003203257918357849
D29B,13.0,7.0,-69.84,1.96,wedde,2021-09-10,AntarcticIcebergs_20210910.csv,1.27427339553833,0.7914036512374878,248.7608642578125,98615.3671875,0.0004421755438670516
B39,8.0,4.0,-76.75,-33.38,belle,2022-05-06,AntarcticIcebergs_20220506.csv,-4.114300727844238,-4.680562973022461,249.791015625,97712.4453125,0.0004528933495748788
A76A,73.0,14.0,-72.02,-58.08,belle,2022-01-14,AntarcticIcebergs_20220114.csv,0.9776712656021118,1.1484699249267578,272.55999755859375,99586.546875,0.0035101384855806828
B09B,24.0,8.0,-66.27,143.4,wilke,2021-11-05,AntarcticIcebergs_20211105.csv,-4.060593128204346,6.684356689453125,264.0990295410156,98457.515625,0.0012809974141418934
A69B,10.0,7.0,-67.45,-61.03,belle,2021-02-12,AntarcticIcebergs_20210212.csv,4.9583048820495605,-4.268439292907715,274.732421875,97455.3828125,0.0035430905409157276
B46,10.0,4.0,-74.39,-105.48,amune,2019-11-01,AntarcticIcebergs_20191101.csv,-3.9087064266204834,3.112616777420044,260.103515625,98038.78125,0.0010863682255148888
A76C,16.0,7.0,-70.86,-59.74,belle,2021-11-05,AntarcticIcebergs_20211105.csv,-1.0587619543075562,-1.154022216796875,266.9857482910156,97673.515625,0.0019271117635071278
D29C,13.0,6.0,-70.74,-12.41,weddw,2021-10-15,AntarcticIcebergs_20211015.csv,4.95974588394165,-0.6558882594108582,262.5962829589844,98857.5,0.0014314557192847133
D29B,13.0,7.0,-69.26,16.52,wedde,2021-07-09,AntarcticIcebergs_20210709.csv,-3.877702236175537,2.939481258392334,250.9471435546875,99637.28125,0.0005264618084765971
A69C,10.0,3.0,-65.32,-58.55,belle,2022-05-20,AntarcticIcebergs_20220520.csv,-5.5320940017700195,-5.548967361450195,268.4685974121094,100206.5390625,0.0023910673335194588
A69B,10.0,7.0,-67.11,-60.36,belle,2021-07-30,AntarcticIcebergs_20210730.csv,-2.740077495574951,-3.161292314529419,264.3388977050781,97117.8671875,0.0018693687161430717
A76B,20.0,7.0,-73.69,-59.59,belle,2021-12-03,AntarcticIcebergs_20211203.csv,3.8725976943969727,7.260832786560059,269.3179626464844,95996.40625,0.002609128365293145
B42,12.0,4.0,-71.68,-149.69,amunw,2021-12-24,AntarcticIcebergs_20211224.csv,6.678233623504639,0.6087835431098938,271.37261962890625,97880.28125,0.0028657938819378614
A76C,16.0,7.0,-74.14,-57.01,belle,2021-07-16,AntarcticIcebergs_20210716.csv,2.3053555488586426,5.905413627624512,242.8453369140625,101071.640625,0.00024783596745692194
A79,4.0,3.0,-71.02,-60.46,belle,2022-06-03,AntarcticIcebergs_20220603.csv,0.13422705233097076,6.690584659576416,258.33599853515625,95980.734375,0.0010763367172330618
A63,11.0,3.0,-66.12,-56.53,belle,2021-07-09,AntarcticIcebergs_20210709.csv,-10.313248634338379,-8.022432327270508,258.2479248046875,100541.28125,0.0009987690718844533
A69B,10.0,7.0,-67.5,-61.09,belle,2021-01-29,AntarcticIcebergs_20210129.csv,0.3257582187652588,-0.022449538111686707,270.77911376953125,98940.8046875,0.002858591265976429
A76C,16.0,7.0,-71.95,-59.16,belle,2021-09-24,AntarcticIcebergs_20210924.csv,-1.8376963138580322,9.365764617919922,249.56884765625,98898.1171875,0.0004650205955840647
B37,8.0,3.0,-72.64,-111.66,amune,2021-02-12,AntarcticIcebergs_20210212.csv,5.8430705070495605,3.023552894592285,270.41650390625,96167.3828125,0.002792548853904009
A76A,73.0,14.0,-63.86,-52.37,belle,2022-07-01,AntarcticIcebergs_20220701.csv,5.276021480560303,11.535637855529785,253.41522216796875,99215.359375,0.0007220300030894578
A63,11.0,3.0,-67.61,-56.19,belle,2021-05-28,AntarcticIcebergs_20210528.csv,-4.547799587249756,14.509503364562988,249.7725830078125,99236.21875,0.0004306714399717748
C29,5.0,5.0,-66.07,142.83,wilke,2022-01-14,AntarcticIcebergs_20220114.csv,-10.84996509552002,8.120149612426758,270.02203369140625,98962.546875,0.002652785275131464
B09B,24.0,8.0,-66.27,143.4,wilke,2021-09-24,AntarcticIcebergs_20210924.csv,-2.3728525638580322,5.473186492919922,258.57861328125,96898.1171875,0.0007730573997832835
D28,29.0,19.0,-74.53,-28.74,weddw,2022-03-11,AntarcticIcebergs_20220311.csv,-2.6117303371429443,-3.5421016216278076,260.30267333984375,99698.9765625,0.001175892655737698
D29C,13.0,6.0,-69.48,10.46,wedde,2021-07-16,AntarcticIcebergs_20210716.csv,-5.711246013641357,3.9073667526245117,261.0533447265625,97087.640625,0.0012608765391632915
A69B,10.0,7.0,-67.48,-61.11,belle,2021-02-19,AntarcticIcebergs_20210219.csv,-0.4833567142486572,0.2649767994880676,272.5453796386719,97878.6796875,0.0036395862698554993
B29,11.0,5.0,-74.2,-109.56,amune,2022-04-01,AntarcticIcebergs_20220401.csv,-9.914534568786621,10.086688041687012,257.7501220703125,95732.9375,0.000991741195321083
B47,12.0,5.0,-73.86,-134.06,amunw,2021-10-15,AntarcticIcebergs_20211015.csv,3.9275193214416504,0.09408120065927505,257.4390563964844,97913.5,0.0008304024231620133
B09I,12.0,6.0,-70.71,-39.92,belle,2020-12-31,AntarcticIcebergs_20210101.csv,1.5502136945724487,0.6563775539398193,270.8157958984375,98559.953125,0.002727125771343708
D30B,10.0,5.0,-71.86,-15.53,weddw,2021-11-19,AntarcticIcebergs_20211119.csv,-6.106971740722656,-7.034041404724121,269.0773010253906,96744.3671875,0.002661103382706642
C38A,10.0,8.0,-65.19,101.51,wilkw,2022-05-13,AntarcticIcebergs_20220513.csv,-7.610835075378418,3.5765445232391357,259.530029296875,99240.25,0.001057312940247357
A69A,10.0,9.0,-67.92,-61.1,belle,2021-02-05,AntarcticIcebergs_20210205.csv,-0.7535001039505005,-1.8521463871002197,270.692138671875,98741.1640625,0.002977512776851654
A71,8.0,3.0,-72.59,-59.48,belle,2021-01-29,AntarcticIcebergs_20210129.csv,0.4317152500152588,-3.900989532470703,268.98028564453125,98476.8046875,0.0023684026673436165
A23A,40.0,34.0,-75.88,-41.31,belle,2020-12-25,AntarcticIcebergs_20201225.csv,-3.6643998622894287,2.499932050704956,269.7139892578125,98858.7734375,0.0024657014291733503
D30A,37.0,11.0,-74.25,-31.62,belle,2022-03-18,AntarcticIcebergs_20220318.csv,3.446497678756714,0.692988395690918,253.420654296875,98806.703125,0.0006367317982949317
